"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","6","16","85","80","11.8","4.3","112.387","13.184","583.467","541.308"
"3","6","17","14","17","10.6","3.6","18.209","9.594","94.942","62.596"
"3","6","18","0","0","9","3.6","0","9","0","0"
"3","6","19","0","0","8.3","3.6","0","8.3","0","0"
"3","6","20","0","0","7.9","2.9","0","7.9","0","0"
"3","6","21","0","0","7.8","2.9","0","7.8","0","0"
"3","6","22","0","0","7.4","2.9","0","7.4","0","0"
"3","6","23","0","0","7.1","2.9","0","7.1","0","0"
"3","7","0","0","0","6.8","2.9","0","6.8","0","0"
"3","7","1","0","0","6.7","3.6","0","6.7","0","0"
"3","7","2","0","0","6.8","4.3","0","6.8","0","0"
"3","7","3","0","0","7","5","0","7","0","0"
"3","7","4","0","0","6.8","4.3","0","6.8","0","0"
"3","7","5","0","0","6.5","3.6","0","6.5","0","0"
"3","7","6","9","14","6","2.2","14.529","4.343","78.323","46.284"
"3","7","7","69","78","7","2.2","103.468","7.8","551.456","509.984"
"3","7","8","157","141","8.7","2.2","232.024","13.315","1229.855","1172.438"
"3","7","9","253","192","11","2.2","391.598","20.271","2032.274","1952.316"
"3","7","10","334","229","12","2.9","534.167","24.334","2730.46","2627.642"
"3","7","11","381","249","12.8","3.6","634.621","26.821","3209.518","3089.267"
"3","7","12","384","250","13.2","4.3","639.725","26.542","3239.716","3118.318"
"3","7","13","341","232","13","5","546.547","23.392","2806.564","2701.071"
"3","7","14","263","197","12.2","5","408.101","19.731","2124.343","2041.542"
"3","7","15","168","147","11","5","247.415","15.144","1302.446","1243.154"
"3","7","16","78","86","10.4","4.3","116.41","11.844","610.663","567.914"
"3","7","17","13","19","9.8","3.6","20.081","8.837","105.881","73.331"
"3","7","18","0","0","9.2","2.2","0","9.2","0","0"
"3","7","19","0","0","9","2.9","0","9","0","0"
"3","7","20","0","0","8.9","3.6","0","8.9","0","0"
"3","7","21","0","0","9","5.8","0","9","0","0"
"3","7","22","0","0","8.8","5.8","0","8.8","0","0"
"3","7","23","0","0","8.4","5","0","8.4","0","0"
"3","8","0","0","0","8","4.3","0","8","0","0"
"3","8","1","0","0","7.8","4.3","0","7.8","0","0"
"3","8","2","0","0","7.7","3.6","0","7.7","0","0"
"3","8","3","0","0","7.6","3.6","0","7.6","0","0"
"3","8","4","0","0","7.2","4.3","0","7.2","0","0"
"3","8","5","0","0","6.7","5","0","6.7","0","0"
"3","8","6","16","11","6","5.8","13.005","4.939","67.254","35.42"
"3","8","7","105","62","6.4","6.5","98.058","6.843","513.901","473.229"
"3","8","8","224","111","7.4","6.5","241.787","10.375","1291.247","1232.246"
"3","8","9","348","151","8.8","7.2","424.787","14.644","2258.647","2171.608"
"3","8","10","450","179","9.6","7.2","588.788","18.233","3094.77","2978.824"
"3","8","11","509","195","10.3","6.5","692.247","21.456","3589.618","3454.524"
"3","8","12","512","195","11","5.8","696.48","23.21","3582.423","3447.617"
"3","8","13","459","182","11.2","5.8","603.672","21.753","3122.731","3005.744"
"3","8","14","360","154","11.2","5.8","441.645","18.717","2306.905","2218.315"
"3","8","15","238","116","11","5.8","258.882","15.003","1356.895","1296.176"
"3","8","16","117","68","10.3","5","113.92","11.563","587.903","545.648"
"3","8","17","22","16","9.2","3.6","19.234","8.203","98.467","66.055"
"3","8","18","0","0","7.8","2.2","0","7.8","0","0"
"3","8","19","0","0","7","1.4","0","7","0","0"
"3","8","20","0","0","6.2","0.7","0","6.2","0","0"
"3","8","21","0","0","5.6","0","0","5.6","0","0"
"3","8","22","0","0","5","0","0","5","0","0"
"3","8","23","0","0","4.5","0","0","4.5","0","0"
"3","9","0","0","0","4","0","0","4","0","0"
"3","9","1","0","0","3.6","0","0","3.6","0","0"
"3","9","2","0","0","3.4","0","0","3.4","0","0"
"3","9","3","0","0","3.2","0","0","3.2","0","0"
"3","9","4","0","0","3.5","0","0","3.5","0","0"
"3","9","5","0","0","4.1","0","0","4.1","0","0"
"3","9","6","15","14","5","0","15.953","1.584","85.266","53.098"
"3","9","7","97","70","6.9","0.7","104.148","7.887","547.629","506.239"
"3","9","8","207","123","9.4","1.4","246.163","15.096","1290.267","1231.292"
"3","9","9","322","167","12.6","2.9","424.556","21.914","2185.265","2100.556"
"3","9","10","417","198","14.2","2.9","583.105","27.746","2932.657","2822.654"
"3","9","11","472","215","15.2","2.2","682.005","32.905","3349.589","3223.972"
"3","9","12","475","216","15.8","0.7","687.128","39.585","3264.803","3142.449"
"3","9","13","425","201","16.1","0.7","596.529","37.185","2865.792","2758.193"
"3","9","14","332","171","16","1.4","440.301","29.348","2189.435","2104.594"
"3","9","15","218","128","15.6","2.2","260.966","22.09","1326.867","1266.938"
"3","9","16","107","75","14.4","2.2","114.516","16.422","581.089","538.981"
"3","9","17","20","18","12.6","2.2","21.031","11.572","107.451","74.872"
"3","9","18","0","0","10.2","1.4","0","10.2","0","0"
"3","9","19","0","0","9.5","0.7","0","9.5","0","0"
"3","9","20","0","0","9.4","0.7","0","9.4","0","0"
"3","9","21","0","0","9.8","0","0","9.8","0","0"
"3","9","22","0","0","10.1","0","0","10.1","0","0"
"3","9","23","0","0","10.6","0","0","10.6","0","0"
"3","10","0","0","0","11.4","0.7","0","11.4","0","0"
"3","10","1","0","0","10.8","1.4","0","10.8","0","0"
"3","10","2","0","0","9.6","1.4","0","9.6","0","0"
"3","10","3","0","0","7.8","2.2","0","7.8","0","0"
"3","10","4","0","0","7.8","2.9","0","7.8","0","0"
"3","10","5","0","0","8.5","3.6","0","8.5","0","0"
"3","10","6","5","20","9.8","5","19.594","8.799","105.97","73.418"
"3","10","7","42","96","10.5","5.8","110.71","11.242","590.329","548.021"
"3","10","8","103","169","11.1","5.8","233.663","14.193","1241.105","1183.4"
"3","10","9","172","228","11.8","5.8","365.654","17.447","1925.605","1848.873"
"3","10","10","232","270","12.4","5.8","495.15","20.563","2577.165","2479.625"
"3","10","11","268","292","13","5.8","569.346","22.676","2936.571","2826.427"
"3","10","12","270","293","13.6","5.8","572.936","23.447","2944.55","2834.116"
"3","10","13","237","273","13.8","5.8","504.369","22.424","2602.875","2504.459"
"3","10","14","178","232","13.9","5","376.189","20.752","1951.87","1874.351"
"3","10","15","109","174","13.8","4.3","243.726","18.259","1271.644","1213.152"
"3","10","16","46","103","13.1","3.6","119.922","14.804","629.797","586.63"
"3","10","17","7","25","11.9","3.6","24.831","11.087","132.693","99.64"
"3","10","18","0","0","10.4","2.9","0","10.4","0","0"
"3","10","19","0","0","9.9","2.9","0","9.9","0","0"
"3","10","20","0","0","9.7","2.2","0","9.7","0","0"
"3","10","21","0","0","9.8","2.2","0","9.8","0","0"
"3","10","22","0","0","9.3","1.4","0","9.3","0","0"
"3","10","23","0","0","8.6","0.7","0","8.6","0","0"
"3","11","0","0","0","7.8","0","0","7.8","0","0"
"3","11","1","0","0","7.6","0","0","7.6","0","0"
"3","11","2","0","0","7.7","0","0","7.7","0","0"
"3","11","3","0","0","8","0","0","8","0","0"
"3","11","4","0","0","8.2","0","0","8.2","0","0"
"3","11","5","0","0","8.6","0","0","8.6","0","0"
"3","11","6","0","22","9","0","20.907","6.032","116.229","83.486"
"3","11","7","12","102","9.9","0.7","104.186","10.978","563.633","521.901"
"3","11","8","46","176","11.1","1.4","204.169","15.528","1083.214","1029.485"
"3","11","9","88","238","12.6","2.2","307.558","19.561","1606.495","1538.995"
"3","11","10","128","281","13.4","2.9","408.538","22.485","2108.388","2026.084"
"3","11","11","151","304","13.9","4.3","464","23.1","2388.854","2297.598"
"3","11","12","152","305","14.2","5","466.329","22.749","2404.788","2313.009"
"3","11","13","130","284","14.1","5.8","414.293","20.963","2153.306","2069.601"
"3","11","14","92","242","13.6","5.8","315.5","18.61","1655.34","1586.467"
"3","11","15","49","182","12.8","5.8","212.642","15.813","1126.916","1072.102"
"3","11","16","14","108","12.3","5.8","110.981","13.331","593.983","551.596"
"3","11","17","0","27","11.9","5","25.908","11.198","140.816","107.611"
"3","11","18","0","0","11.4","4.3","0","11.4","0","0"
"3","11","19","0","0","11.3","4.3","0","11.3","0","0"
"3","11","20","0","0","11.5","3.6","0","11.5","0","0"
"3","11","21","0","0","11.8","3.6","0","11.8","0","0"
"3","11","22","0","0","11.9","3.6","0","11.9","0","0"
"3","11","23","0","0","12","4.3","0","12","0","0"
"3","12","0","0","0","12","5","0","12","0","0"
"3","12","1","0","0","12","5","0","12","0","0"
"3","12","2","0","0","12","5.8","0","12","0","0"
"3","12","3","0","0","12","5.8","0","12","0","0"
"3","12","4","0","0","11.7","5.8","0","11.7","0","0"
"3","12","5","0","0","11.3","5.8","0","11.3","0","0"
"3","12","6","10","22","10.8","5.8","22.582","9.961","120.116","87.3"
"3","12","7","60","95","10.7","6.5","115.491","11.483","611.119","568.36"
"3","12","8","135","164","10.7","7.9","246.104","13.435","1308.99","1249.528"
"3","12","9","217","220","10.8","9.4","398.76","15.377","2118.887","2036.257"
"3","12","10","287","260","11.6","8.6","531.95","18.475","2795.096","2690.009"
"3","12","11","327","281","12.7","7.9","612.353","21.306","3178.485","3059.406"
"3","12","12","329","282","14.2","5.8","615.882","24.88","3144.069","3026.283"
"3","12","13","291","262","14.7","5","539.069","24.918","2749.48","2645.996"
"3","12","14","222","223","14.9","3.6","407.483","23.835","2083.374","2001.845"
"3","12","15","141","168","14.8","2.9","255.087","20.436","1315.083","1255.461"
"3","12","16","65","101","13.9","2.2","124.098","16.154","643.541","600.073"
"3","12","17","12","26","12.5","0.7","27.01","11.507","142.623","109.384"
"3","12","18","0","0","10.6","0","0","10.6","0","0"
"3","12","19","0","0","9.4","0","0","9.4","0","0"
"3","12","20","0","0","8.4","0","0","8.4","0","0"
"3","12","21","0","0","7.4","0","0","7.4","0","0"
"3","12","22","0","0","6.7","0","0","6.7","0","0"
"3","12","23","0","0","6.3","0.7","0","6.3","0","0"
"3","13","0","0","0","6","0.7","0","6","0","0"
"3","13","1","0","0","5.8","0.7","0","5.8","0","0"
"3","13","2","0","0","5.6","0.7","0","5.6","0","0"
"3","13","3","0","0","5.6","0","0","5.6","0","0"
"3","13","4","0","0","5.7","0","0","5.7","0","0"
"3","13","5","0","0","5.9","0","0","5.9","0","0"
"3","13","6","0","25","6.2","0.7","23.87","4.256","133.715","100.644"
"3","13","7","14","106","7.3","1.4","108.669","8.384","594.279","551.886"
"3","13","8","49","181","8.8","2.2","210.944","12.865","1132.58","1077.625"
"3","13","9","92","242","10.8","2.9","314.779","17.362","1660.883","1591.854"
"3","13","10","132","286","11.9","3.6","417.587","20.571","2174.353","2089.987"
"3","13","11","156","308","12.9","3.6","473.21","23.052","2436.873","2344.035"
"3","13","12","156","309","13.6","3.6","474.53","23.901","2434.028","2341.284"
"3","13","13","134","288","13.6","3.6","422.034","22.724","2175.784","2091.373"
"3","13","14","95","245","13.2","3.6","320.725","19.916","1672.768","1603.403"
"3","13","15","51","185","12.4","2.9","216.607","16.857","1142.499","1087.296"
"3","13","16","16","111","12","2.9","114.471","13.647","611.436","568.67"
"3","13","17","0","30","11.7","2.2","28.884","10.869","157.224","123.708"
"3","13","18","0","0","11.4","2.2","0","11.4","0","0"
"3","13","19","0","0","11.1","2.2","0","11.1","0","0"
"3","13","20","0","0","10.8","2.2","0","10.8","0","0"
"3","13","21","0","0","10.6","2.9","0","10.6","0","0"
"3","13","22","0","0","10.6","2.9","0","10.6","0","0"
"3","13","23","0","0","10.6","3.6","0","10.6","0","0"
"3","14","0","0","0","10.8","3.6","0","10.8","0","0"
"3","14","1","0","0","10.8","3.6","0","10.8","0","0"
"3","14","2","0","0","10.8","3.6","0","10.8","0","0"
"3","14","3","0","0","10.8","2.9","0","10.8","0","0"
"3","14","4","0","0","10.9","2.9","0","10.9","0","0"
"3","14","5","0","0","11","2.9","0","11","0","0"
"3","14","6","5","27","11.2","2.9","26.489","10.112","143.018","109.771"
"3","14","7","34","108","12","2.9","120.31","13.262","639.238","595.864"
"3","14","8","86","182","13","2.9","232.633","17.306","1220.981","1163.791"
"3","14","9","147","243","14.4","2.9","364.581","22.222","1879.862","1804.492"
"3","14","10","199","286","15.1","2.9","475.371","25.921","2413.803","2321.727"
"3","14","11","230","308","15.6","2.9","553.462","28.552","2777","2672.551"
"3","14","12","231","309","16","2.9","555.758","29.199","2779.923","2675.37"
"3","14","13","202","287","16.1","3.6","479.679","26.677","2427.06","2334.547"
"3","14","14","150","245","16.1","4.3","369.679","23.461","1895.377","1819.547"
"3","14","15","89","186","15.8","5.8","239.049","19.397","1243.008","1185.255"
"3","14","16","37","112","15.3","5.8","125.695","16.668","657.561","613.784"
"3","14","17","5","31","14.6","5.8","30.503","14.084","162.047","128.44"
"3","14","18","0","0","13.6","5.8","0","13.6","0","0"
"3","14","19","0","0","13","5.8","0","13","0","0"
"3","14","20","0","0","12.5","5.8","0","12.5","0","0"
"3","14","21","0","0","12","5.8","0","12","0","0"
"3","14","22","0","0","11.6","5.8","0","11.6","0","0"
"3","14","23","0","0","11.4","5","0","11.4","0","0"
"3","15","0","0","0","11.2","5","0","11.2","0","0"
"3","15","1","0","0","11.1","5","0","11.1","0","0"
"3","15","2","0","0","11.1","5.8","0","11.1","0","0"
"3","15","3","0","0","11.2","6.5","0","11.2","0","0"
"3","15","4","0","0","11.1","5.8","0","11.1","0","0"
"3","15","5","0","0","11","4.3","0","11","0","0"
"3","15","6","27","19","10.8","2.9","22.556","9.611","114.534","81.822"
"3","15","7","123","73","11.6","3.6","120.714","12.78","620.22","577.262"
"3","15","8","245","123","12.8","5.8","270.615","16.59","1409.559","1347.441"
"3","15","9","368","163","14.4","8.6","459.128","20.168","2383.567","2292.484"
"3","15","10","469","192","15.2","8.6","627.582","23.519","3220.84","3100.159"
"3","15","11","526","207","15.7","7.9","734.597","26.252","3725.685","3585.059"
"3","15","12","527","207","16","6.5","735.962","28.11","3699.851","3560.284"
"3","15","13","472","193","16.2","5.8","632.394","27.36","3187.487","3068.069"
"3","15","14","373","165","16.2","5","466.415","25.043","2367.552","2276.994"
"3","15","15","250","125","16","4.3","276.772","21.364","1411.195","1349.033"
"3","15","16","128","76","15.1","3.6","126.335","17.05","637.496","594.16"
"3","15","17","30","21","13.7","2.9","25.065","12.895","125.371","92.456"
"3","15","18","0","0","11.8","2.2","0","11.8","0","0"
"3","15","19","0","0","10.5","1.4","0","10.5","0","0"
"3","15","20","0","0","9.3","1.4","0","9.3","0","0"
"3","15","21","0","0","8.2","0.7","0","8.2","0","0"
"3","15","22","0","0","7.8","0.7","0","7.8","0","0"
"3","15","23","0","0","7.7","0","0","7.7","0","0"
"3","16","0","0","0","8","0","0","8","0","0"
"3","16","1","0","0","8.1","0","0","8.1","0","0"
"3","16","2","0","0","8.2","0","0","8.2","0","0"
"3","16","3","0","0","8.4","0","0","8.4","0","0"
"3","16","4","0","0","8.6","0","0","8.6","0","0"
"3","16","5","0","0","8.9","0","0","8.9","0","0"
"3","16","6","0","14","9.2","0","13.256","5.908","73.731","41.777"
"3","16","7","0","58","9.9","0.7","55.075","9.096","302.125","265.798"
"3","16","8","0","108","10.7","1.4","103.513","11.815","561.094","519.417"
"3","16","9","5","150","11.8","2.9","148.343","13.971","796.242","749.346"
"3","16","10","16","176","12.2","3.6","184.135","15.151","983.204","931.915"
"3","16","11","24","190","12.3","5","213.36","15.415","1138.009","1082.918"
"3","16","12","24","190","12.2","5.8","213.369","15.079","1139.778","1084.643"
"3","16","13","17","177","11.7","5.8","186.018","14.081","998.031","946.384"
"3","16","14","6","151","10.8","5","150.081","12.658","810.266","763.048"
"3","16","15","0","109","9.6","3.6","104.484","10.688","569.179","527.327"
"3","16","16","0","60","9","3.6","57.017","8.862","313.098","276.552"
"3","16","17","0","15","8.4","3.6","14.204","7.134","78.59","46.546"
"3","16","18","0","0","8","3.6","0","8","0","0"
"3","16","19","0","0","8","4.3","0","8","0","0"
"3","16","20","0","0","8.4","5.8","0","8.4","0","0"
"3","16","21","0","0","9","7.2","0","9","0","0"
"3","16","22","0","0","9.1","7.9","0","9.1","0","0"
"3","16","23","0","0","9.1","8.6","0","9.1","0","0"
"3","17","0","0","0","9","9.4","0","9","0","0"
"3","17","1","0","0","8.8","9.4","0","8.8","0","0"
"3","17","2","0","0","8.6","8.6","0","8.6","0","0"
"3","17","3","0","0","8.2","7.2","0","8.2","0","0"
"3","17","4","0","0","7.9","6.5","0","7.9","0","0"
"3","17","5","0","0","7.7","5.8","0","7.7","0","0"
"3","17","6","11","31","7.4","5","31.722","6.604","172.226","138.425"
"3","17","7","56","110","7.9","5.8","129.828","8.981","698.35","653.668"
"3","17","8","124","180","8.9","6.5","257.935","12.196","1382.643","1321.241"
"3","17","9","199","238","10.2","7.9","398.441","15.336","2119.178","2036.539"
"3","17","10","262","279","10.8","7.9","533.726","18.091","2810.18","2704.56"
"3","17","11","298","301","11.3","7.2","610.084","20.398","3180.418","3061.267"
"3","17","12","299","301","11.6","6.5","611.055","21.429","3170.375","3051.601"
"3","17","13","263","280","11.7","6.5","535.781","20.267","2793.075","2688.059"
"3","17","14","201","240","11.5","6.5","402.193","17.73","2116.159","2033.614"
"3","17","15","126","182","11.2","6.5","261.273","14.896","1383.799","1322.367"
"3","17","16","58","112","10.8","5.8","132.641","12.275","703.069","658.282"
"3","17","17","12","33","10.4","5","33.874","9.874","181.215","147.243"
"3","17","18","0","0","9.8","3.6","0","9.8","0","0"
"3","17","19","0","0","9.5","3.6","0","9.5","0","0"
"3","17","20","0","0","9.2","3.6","0","9.2","0","0"
"3","17","21","0","0","9","3.6","0","9","0","0"
"3","17","22","0","0","8.6","3.6","0","8.6","0","0"
"3","17","23","0","0","8","2.9","0","8","0","0"
"3","18","0","0","0","7.4","2.9","0","7.4","0","0"
"3","18","1","0","0","7.3","2.9","0","7.3","0","0"
"3","18","2","0","0","7.3","2.9","0","7.3","0","0"
"3","18","3","0","0","7.6","2.9","0","7.6","0","0"
"3","18","4","0","0","7.4","2.9","0","7.4","0","0"
"3","18","5","0","0","7.2","2.2","0","7.2","0","0"
"3","18","6","4","35","6.8","2.2","34.207","5.755","189.045","154.923"
"3","18","7","30","118","7.4","2.2","128.889","8.97","699.904","655.187"
"3","18","8","76","192","8.5","2.2","237.589","13.351","1271.22","1212.739"
"3","18","9","130","253","10","2.9","363.283","17.822","1912.47","1836.131"
"3","18","10","178","296","10.6","2.9","468.985","21.317","2433.608","2340.878"
"3","18","11","205","319","10.9","2.9","531.62","23.395","2733.378","2630.458"
"3","18","12","205","319","11","2.9","531.571","23.656","2729.794","2626.999"
"3","18","13","178","297","11.3","2.9","469.948","22.475","2425.541","2333.078"
